Scheme Code;ISIN Div Payout/ ISIN Growth;ISIN Div Reinvestment;Scheme Name;Net Asset Value;Date
 
Open Ended Schemes(Debt Scheme - Banking and PSU Fund)
 
Aditya Birla Sun Life Mutual Fund
122640;INF879O01019;-;Parag Parikh Flexi Cap Fund - Regular Plan - Growth;69.2899;29-Feb-2024
 
quant Mutual Fund
 
109830;INF966L01457;-;quant Flexi Cap Fund - Growth Option - Regular Plan;95.3589;01-Mar-2024
120843;INF966L01911;-;quant Flexi Cap Fund - Growth Option-Direct Plan;104.2872;01-Mar-2024
120842;INF966L01895;INF966L01903;quant Flexi Cap Fund - IDCW Option - Direct Plan;70.9506;01-Mar-2024
109831;INF966L01432;INF966L01440;quant Flexi Cap Fund - IDCW Option - Regular Plan;68.1554;01-Mar-2024
 
Samco Mutual Fund
 
149450;INF0K1H01024;-;Samco Flexi Cap Fund - Direct Plan - Growth Option;12.27;29-Feb-2024
149449;INF0K1H01016;-;Samco Flexi Cap Fund - Regular Plan - Growth Option;11.90;29-Feb-2024
 
SBI Mutual Fund
 
119718;INF200K01UG1;-;SBI Flexicap Fund - DIRECT PLAN - Growth Option;105.5053;29-Feb-2024
119717;INF200K01UE6;INF200K01UF3;SBI Flexicap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);52.7348;29-Feb-2024
103216;INF200K01230;INF200K01248;SBI Flexicap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);42.7852;29-Feb-2024
103215;INF200K01222;-;SBI Flexicap Fund - REGULAR PLAN -Growth Option;95.5503;29-Feb-2024
 
Shriram Mutual Fund
 
144905;INF680P01109;-;Shriram Flexi Cap Fund - Direct Growth;22.6592;01-Mar-2024
144906;INF680P01117;INF680P01125;Shriram Flexi Cap Fund - Direct-IDCW;22.4922;01-Mar-2024
144902;INF680P01075;-;Shriram Flexi Cap Fund - Regular Growth;20.5557;01-Mar-2024
144903;INF680P01083;INF680P01091;Shriram Flexi Cap Fund - Regular-IDCW;20.5463;01-Mar-2024
 
Sundaram Mutual Fund
 
150571;INF903JA1LE2;-;Sundaram Flexicap Fund Direct Growth;13.0216;01-Mar-2024
150573;INF903JA1LF9;-;Sundaram Flexicap Fund Direct Plan IDCW Payout;13.0215;01-Mar-2024
150572;-;INF903JA1LG7;Sundaram Flexicap Fund Direct Plan IDCW Reinvestment;13.0215;01-Mar-2024
150568;INF903JA1LB8;-;Sundaram Flexicap Fund Regular Growth;12.6927;01-Mar-2024
150569;INF903JA1LC6;-;Sundaram Flexicap Fund Regular Plan IDCW Payout;12.6927;01-Mar-2024
150570;-;INF903JA1LD4;Sundaram Flexicap Fund Regular Plan IDCW Reinvestment;12.6927;01-Mar-2024
 
Tata Mutual Fund
 
144547;INF277K017K6;-;TATA Flexi Cap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option ;22.0590;01-Mar-2024
144548;INF277K019K2;-;Tata Flexi Cap Fund -Regular Plan-Growth;20.2224;01-Mar-2024
144543;-;INF277K016K8;TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option;22.0590;01-Mar-2024
144544;INF277K011L7;-;TATA Flexi Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ;20.2224;01-Mar-2024
144545;-;INF277K010L9;TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ;20.2224;01-Mar-2024
144546;INF277K015K0;-;Tata Flexi Cap Fund-Direct Plan-Growth;22.0590;01-Mar-2024
 
Taurus Mutual Fund
 
118884;INF044D01BV7;INF044D01BW5;Taurus Flexi Cap Fund - Direct Plan -  Payout of Income Distribution cum Capital Withdrawal option;109.37;01-Mar-2024
118883;INF044D01BU9;-;Taurus Flexi Cap Fund - Direct Plan - Growth;216.76;01-Mar-2024
100476;INF044D01989;-;Taurus Flexi Cap Fund - Regular Plan - Growth ;208.54;01-Mar-2024
111640;INF044D01955;INF044D01963;Taurus Flexi Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;101.20;01-Mar-2024
 
Union Mutual Fund
 
119292;INF582M01633;-;Union Flexi Cap Fund - Direct Plan - Growth Option;49.73;01-Mar-2024
119293;INF582M01658;INF582M01641;Union Flexi Cap Fund - Direct Plan - IDCW Option;43.45;01-Mar-2024
115270;INF582M01104;-;Union Flexi Cap Fund - Growth Option;45.37;01-Mar-2024
115290;INF582M01120;INF582M01112;Union Flexi Cap Fund - IDCW Option;28.66;01-Mar-2024
 
UTI Mutual Fund
 
100669;INF789F01513;-;UTI - Flexi Cap Fund-Growth Option;270.5704;01-Mar-2024
120662;INF789F01TC4;-;UTI - Flexi Cap Fund-Growth Option - Direct;287.5446;01-Mar-2024
120663;INF789F01TA8;INF789F01TB6;UTI Flexi Cap Fund - Direct Plan - IDCW;191.3563;01-Mar-2024
100668;INF189A01053;INF789F01505;UTI Flexi Cap Fund - Regular Plan - IDCW;178.8839;01-Mar-2024
 
WhiteOak Capital Mutual Fund
 
150349;INF03VN01555;INF03VN01548;WhiteOak Capital Flexi Cap Fund Direct Plan IDCW;14.715;01-Mar-2024
150346;INF03VN01530;-;WhiteOak Capital Flexi Cap Fund Direct Plan-Growth;14.715;01-Mar-2024
150348;INF03VN01522;INF03VN01514;WhiteOak Capital Flexi Cap Fund Regular Plan IDCW;14.350;01-Mar-2024
150347;INF03VN01506;-;WhiteOak Capital Flexi Cap Fund Regular Plan-Growth;14.350;01-Mar-2024
 
Open Ended Schemes(Equity Scheme - Focused Fund)
 
360 ONE Mutual Fund (Formerly Known as IIFL Mutual Fund)
 
131581;INF579M01910;INF579M01928;360 ONE Focused Equity Fund - Direct Plan - Dividend;45.6734;01-Mar-2024
131579;INF579M01886;INF579M01894;360 ONE Focused Equity Fund - Regular Plan - Dividend;36.5057;01-Mar-2024
131578;INF579M01878;-;360 ONE Focused Equity Fund -Regular Plan - Growth;41.2590;01-Mar-2024
131580;INF579M01902;-;360 ONE Focused Equity Fund-Direct Plan-Growth;46.1441;01-Mar-2024
 
Aditya Birla Sun Life Mutual Fund
 
119564;INF209K01WE3;-;Aditya Birla Sun Life Focused Fund - Growth - Direct Plan;135.5945;01-Mar-2024
119563;INF209K01Q71;INF209K01WF0;Aditya Birla Sun Life Focused Fund -Direct - IDCW;55.4207;01-Mar-2024
103309;INF209K01462;-;Aditya Birla Sun Life Focused Fund -Growth Option;121.9311;01-Mar-2024
103308;INF209K01454;INF209K01CS5;Aditya Birla Sun Life Focused Fund -Regular - IDCW;23.8341;01-Mar-2024
 
Axis Mutual Fund
 
120468;INF846K01CQ8;-;Axis Focused 25 Fund - Direct Plan - Growth Option;53.21;01-Mar-2024
120467;INF846K01CO3;INF846K01CP0;Axis Focused 25 Fund - Direct Plan - IDCW;32.20;01-Mar-2024
117560;INF846K01CH7;-;Axis Focused 25 Fund - Regular Plan - Growth Option;46.70;01-Mar-2024
117559;INF846K01CI5;INF846K01CJ3;Axis Focused 25 Fund - Regular Plan - IDCW;18.31;01-Mar-2024
 
Bandhan Mutual Fund
 
108592;INF194K01466;-;BANDHAN Focused Equity Fund - Regular Plan - Growth;71.356;01-Mar-2024
108593;INF194K01474;INF194K01482;BANDHAN Focused Equity Fund - Regular Plan - IDCW;18.846;01-Mar-2024
118421;INF194K01W21;-;BANDHAN Focused Equity Fund-Direct Plan-Growth;82.546;01-Mar-2024
118422;INF194K01W39;INF194K01W47;BANDHAN Focused Equity Fund-Direct Plan-IDCW;32.647;01-Mar-2024
 
Baroda BNP Paribas Mutual Fund
 
150264;INF251K01PN0;-;BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option;21.7804;01-Mar-2024
150265;INF251K01PO8;INF251K01PP5;BARODA BNP PARIBAS Focused Fund - Direct Plan - IDCW Option;18.7540;01-Mar-2024
150262;INF251K01PL4;INF251K01PM2;BARODA BNP PARIBAS Focused Fund - Regular Plan - IDCW Option;17.0271;01-Mar-2024
150263;INF251K01PK6;-;BARODA BNP PARIBAS Focused Fund - Regular Plan-Growth Option;19.7198;01-Mar-2024
 
Canara Robeco Mutual Fund
 
148883;INF760K01JQ6;-;Canara Robeco Focused Equity Fund - Direct Plan - Growth Option;17.1900;01-Mar-2024
148882;INF760K01JS2;INF760K01JR4;Canara Robeco Focused Equity Fund - Direct Plan - IDCW (Payout/Reinvestment);16.3400;01-Mar-2024
148884;INF760K01JT0;-;Canara Robeco Focused Equity Fund - Regular Plan - Growth Option;16.4200;01-Mar-2024
148885;INF760K01JV6;INF760K01JU8;Canara Robeco Focused Equity Fund - Regular Plan - IDCW (Payout/Reinvestment);15.5400;01-Mar-2024
 
DSP Mutual Fund
 
119096;INF740K01OB0;-;DSP Focus Fund - Direct Plan - Growth;49.605;01-Mar-2024
119095;INF740K01OC8;INF740K01OD6;DSP Focus Fund - Direct Plan - IDCW;37.819;01-Mar-2024
112901;INF740K01532;-;DSP Focus Fund - Regular Plan - Growth;45.072;01-Mar-2024
113032;INF740K01540;INF740K01AC7;DSP Focus Fund - Regular Plan - IDCW;19.679;01-Mar-2024
 
Edelweiss Mutual Fund
 
150376;INF754K01OP1;-;Edelweiss Focused Fund - Direct Plan - Growth;14.439;01-Mar-2024
150383;INF754K01OQ9;INF754K01OR7;Edelweiss Focused Fund - Direct Plan - IDCW;14.439;01-Mar-2024
150382;INF754K01OL0;-;Edelweiss Focused Fund - Regular Plan - Growth;14.055;01-Mar-2024
150384;INF754K01OM8;INF754K01ON6;Edelweiss Focused Fund - Regular Plan - IDCW;14.055;01-Mar-2024
 
Franklin Templeton Mutual Fund
 
118564;INF090I01IW2;-;Franklin India Focused Equity Fund - Direct - Growth;104.2795;01-Mar-2024
118563;INF090I01IU6;INF090I01IV4;Franklin India Focused Equity Fund - Direct - IDCW ;43.0169;01-Mar-2024
105817;INF090I01981;-;Franklin India Focused Equity Fund - Growth Plan;93.6040;01-Mar-2024
105816;INF090I01965;INF090I01973;Franklin India Focused Equity Fund - IDCW ;36.6458;01-Mar-2024
 
HDFC Mutual Fund
 
118950;INF179K01VK7;-;HDFC Focused 30 Fund - Growth Option - Direct Plan;206.091;01-Mar-2024
102760;INF179K01574;-;HDFC Focused 30 Fund - GROWTH PLAN;184.529;01-Mar-2024
118949;INF179K01VI1;INF179K01VJ9;HDFC Focused 30 Fund - IDCW Option - Direct Plan;28.186;01-Mar-2024
102761;INF179K01558;INF179K01566;HDFC Focused 30 Fund - IDCW PLAN;22.495;01-Mar-2024
 
HSBC Mutual Fund
 
148411;INF336L01PB2;-;HSBC Focused Fund - Direct Growth;23.2697;01-Mar-2024
148412;INF336L01PC0;INF336L01PD8;HSBC Focused Fund - Direct IDCW;20.6479;01-Mar-2024
148409;INF336L01PE6;-;HSBC Focused Fund - Regular Growth;22.0455;01-Mar-2024
148410;INF336L01PF3;INF336L01PG1;HSBC Focused Fund - Regular IDCW;18.3545;01-Mar-2024
 
ICICI Prudential Mutual Fund
 
120722;INF109K018N2;-;ICICI Prudential Focused Equity Fund - Direct Plan - Growth;81.85;01-Mar-2024
120723;INF109K016N6;INF109K017N4;ICICI Prudential Focused Equity Fund - Direct Plan - IDCW;51.49;01-Mar-2024
111957;INF109K01BZ4;-;ICICI Prudential Focused Equity Fund - Growth;72.56;01-Mar-2024
111958;INF109K01FM3;INF109K01CA5;ICICI Prudential Focused Equity Fund - IDCW;25.26;01-Mar-2024
 
Invesco Mutual Fund
 
148481;INF205KA1213;-;Invesco India Focused Fund - Direct Plan - Growth;23.49;01-Mar-2024
148482;INF205KA1205;INF205KA1221;Invesco India Focused Fund - Direct Plan - IDCW (Payout / Reinvestment);21.2;01-Mar-2024
148483;INF205KA1189;-;Invesco India Focused Fund - Growth;22.23;01-Mar-2024
148484;INF205KA1171;INF205KA1197;Invesco India Focused Fund - IDCW (Payout / Reinvestment);20.01;01-Mar-2024
 
ITI Mutual Fund
 
151777;INF00XX01CS8;-;ITI Focused Equity Fund - Direct Plan - Growth;12.8056;01-Mar-2024
151776;INF00XX01CT6;INF00XX01CU4;ITI Focused Equity Fund - Direct Plan - IDCW;12.8056;01-Mar-2024
151778;INF00XX01CV2;-;ITI Focused Equity Fund - Regular Plan - Growth;12.6315;01-Mar-2024
151775;INF00XX01CW0;INF00XX01CR0;ITI Focused Equity Fund - Regular Plan - IDCW;12.6315;01-Mar-2024
 
JM Financial Mutual Fund
 
120488;INF192K01BW7;-;JM Focused Fund (Direct)  - Growth Option;20.2952;01-Mar-2024
120487;INF192K01BU1;INF192K01BV9;JM Focused Fund (Direct) -  IDCW;19.8899;01-Mar-2024
107410;INF192K01577;-;JM Focused Fund (Regular) - Growth Option;17.7675;01-Mar-2024
107409;INF192K01551;INF192K01569;JM Focused Fund (Regular) - IDCW;17.7667;01-Mar-2024
 
Kotak Mahindra Mutual Fund
 
147473;INF174KA1EN7;-;Kotak Focused equity Fund- Direct Plan- Growth option;22.98;01-Mar-2024
147477;INF174KA1EK3;-;Kotak Focused Equity Fund- Regular plan _ Growth Option;21.307;01-Mar-2024
147472;INF174KA1EM9;INF174KA1EL1;Kotak Focused Equity Fund- Regular Plan-Income Distribution cum capital withdrawal option;21.308;01-Mar-2024
147475;INF174KA1EP2;INF174KA1EO5;Kotak Focused Equity Fund-Direct Plan- Income Distribution cum capital withdrawal option;22.981;01-Mar-2024
 
LIC Mutual Fund
 
152010;INF397L01KA7;-;LIC MF Focused 30 Equity Fund-Direct Plan-Growth;20.1044;01-Mar-2024
152008;INF397L01JX1;INF397L01JY9;LIC MF Focused 30 Equity Fund-Direct Plan-IDCW;20.1005;01-Mar-2024
152009;INF397L01KE9;-;LIC MF Focused 30 Equity Fund-Regular Plan-Growth;18.5381;01-Mar-2024
152007;INF397L01KB5;INF397L01KC3;LIC MF Focused 30 Equity Fund-Regular Plan-IDCW;18.5379;01-Mar-2024
 
Mahindra Manulife Mutual Fund
 
148569;INF174V01AI3;INF174V01AH5;Mahindra Manulife Focused Fund - Direct Plan - IDCW;20.3926;01-Mar-2024
148567;INF174V01AG7;-;Mahindra Manulife Focused Fund - Direct Plan -Growth;25.0931;01-Mar-2024
148571;INF174V01AD4;-;Mahindra Manulife Focused Fund - Regular Plan - Growth;23.4945;01-Mar-2024
148566;INF174V01AF9;INF174V01AE2;Mahindra Manulife Focused Fund - Regular Plan - IDCW;18.9737;01-Mar-2024
 
Mirae Asset Mutual Fund
 
147205;INF769K01ET2;INF769K01EW6;Mirae Asset Focused Fund Direct IDCW;23.583;01-Mar-2024
147206;INF769K01EU0;-;Mirae Asset Focused Fund Direct Plan Growth;23.589;01-Mar-2024
147204;INF769K01ER6;INF769K01EV8;Mirae Asset Focused Fund Regular IDCW;22.042;01-Mar-2024
147203;INF769K01ES4;-;Mirae Asset Focused Fund Regular Plan Growth;22.037;01-Mar-2024
 
Motilal Oswal Mutual Fund
 
122389;INF247L01189;-;Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option;46.8635;01-Mar-2024
122387;INF247L01155;-;Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option;40.7283;01-Mar-2024
122390;INF247L01205;INF247L01197;Motilal Oswal Focused 25 Fund Direct - IDCW Payout/Reinvestment;23.8107;01-Mar-2024
122388;INF247L01171;INF247L01163;Motilal Oswal Focused 25 Fund Regular - IDCW Payout/Reinvestment;20.7773;01-Mar-2024
 
Nippon India Mutual Fund
 
118693;INF204K01F79;INF204K01F87;NIPPON INDIA FOCUSED EQUITY FUND - DIRECT Plan - IDCW Option;43.9352;01-Mar-2024
118692;INF204K01F95;-;Nippon India Focused Equity Fund - Direct Plan Growth Plan - Growth Option;112.2992;01-Mar-2024
104638;INF204K01GF4;INF204K01GG2;NIPPON INDIA FOCUSED EQUITY FUND - IDCW OPTION;32.3361;01-Mar-2024
104637;INF204K01GE7;-;Nippon India Focused Equity Fund -Growth Plan -Growth Option;103.0389;01-Mar-2024
 
Old Bridge Mutual Fund
 
152358;INF0S5R01042;-;Old Bridge Focused Equity Fund - Direct Growth;10.0300;01-Mar-2024
152359;INF0S5R01059;INF0S5R01067;Old Bridge Focused Equity Fund - Direct IDCW;10.0300;01-Mar-2024
152361;INF0S5R01034;-;Old Bridge Focused Equity Fund - Regular Growth;10.0200;01-Mar-2024
152363;INF0S5R01018;INF0S5R01026;Old Bridge Focused Equity Fund - Regular IDCW;10.0200;01-Mar-2024
 
quant Mutual Fund
 
109275;INF966L01374;-;quant Focused Fund - Growth Option - Regular Plan;83.9648;01-Mar-2024
120834;INF966L01853;-;quant Focused Fund - Growth Option-Direct Plan;91.2379;01-Mar-2024
120835;INF966L01838;INF966L01846;quant Focused Fund - IDCW Option - Direct Plan;53.3412;01-Mar-2024
109274;INF966L01358;INF966L01366;quant Focused Fund - IDCW Option - Regular Plan;62.4278;01-Mar-2024
 
SBI Mutual Fund
 
119834;INF200K01RH5;INF200K01RI3;SBI Focused Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);75.2426;29-Feb-2024
119727;INF200K01RJ1;-;SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH;308.7612;29-Feb-2024
102765;INF200K01388;INF200K01396;SBI Focused Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);50.8759;29-Feb-2024
102756;INF200K01370;-;SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH;278.1499;29-Feb-2024
 
Sundaram Mutual Fund
 
149533;INF173K01EK6;-;Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option;154.6749;01-Mar-2024
149534;INF173K01EM2;INF173K01EL4;Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option;43.9372;01-Mar-2024
149532;INF173K01189;-;Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option;141.6152;01-Mar-2024
149531;INF173K01197;INF173K01205;Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Half Yearly Income Distribution CUM Capital Withdrawal Option;40.9722;01-Mar-2024
 
Tata Mutual Fund
 
147759;INF277K019X5;-;TATA Focused Equity Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ;22.5399;01-Mar-2024
147758;-;INF277K018X7;TATA Focused Equity Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ;22.5399;01-Mar-2024
147761;INF277K012Y8;-;TATA Focused Equity Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ;20.9246;01-Mar-2024
147756;-;INF277K011Y0;TATA Focused Equity Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ;20.9246;01-Mar-2024
147757;INF277K017X9;-;Tata Focused Equity Fund-Direct Plan-Growth;22.5399;01-Mar-2024
147760;INF277K010Y2;-;Tata Focused Equity Fund-Regular Plan-Growth;20.9246;01-Mar-2024
 
Union Mutual Fund
 
147492;INF582M01FS4;-;Union Focused Fund - Direct Plan - Growth Option;23.82;01-Mar-2024
147491;INF582M01FU0;INF582M01FT2;Union Focused Fund - Direct Plan - IDCW Option;23.82;01-Mar-2024
147490;INF582M01FW6;-;Union Focused Fund - Regular Plan - Growth Option;22.83;01-Mar-2024
147493;INF582M01FY2;INF582M01FX4;Union Focused Fund - Regular Plan - IDCW Option;22.83;01-Mar-2024
 
UTI Mutual Fund
 
149091;INF789F1AVA3;-;UTI Focused Fund - Direct Plan - Growth Option;14.0177;01-Mar-2024
149093;INF789F1AVB1;-;UTI Focused Fund - Direct Plan - IDCW Payout Option;14.0174;01-Mar-2024
149090;INF789F1AUY5;-;UTI Focused Fund - Regular Plan - Growth Option;13.4459;01-Mar-2024
149092;INF789F1AUZ2;-;UTI Focused Fund - Regular Plan - IDCW Payout Option;13.4459;01-Mar-2024
 
Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund)
 
Aditya Birla Sun Life Mutual Fund
 
119436;INF209K01VH8;-;Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan;858.55;01-Mar-2024
100033;INF209K01165;-;Aditya Birla Sun Life Equity Advantage Fund - Regular Growth;780.47;01-Mar-2024
119433;INF209K01VG0;INF209K01VI6;Aditya Birla Sun Life Equity Advantage Fund -Direct - IDCW;197.47;01-Mar-2024
100034;INF209K01157;INF209K01CE5;Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW;129.91;01-Mar-2024
 
Axis Mutual Fund
 
145110;INF846K01J46;-;Axis Growth Opportunities Fund - Direct Plan - Growth;29.13;29-Feb-2024
145109;INF846K01J53;INF846K01J61;Axis Growth Opportunities Fund - Direct Plan - IDCW;24.68;29-Feb-2024
145112;INF846K01J79;-;Axis Growth Opportunities Fund - Regular Plan - Growth;26.84;29-Feb-2024
145111;INF846K01J87;INF846K01J95;Axis Growth Opportunities Fund - Regular Plan - IDCW;19.78;29-Feb-2024
 
Bajaj Finserv Mutual Fund
 
152408;INF0QA701763;-;Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth;10.014;01-Mar-2024
152405;INF0QA701771;INF0QA701789;Bajaj Finserv Large and Mid Cap Fund- Direct Plan- IDCW;10.014;01-Mar-2024
152406;INF0QA701730;-;Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth;10.013;01-Mar-2024
152407;INF0QA701748;INF0QA701755;Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW;10.013;01-Mar-2024
 
Bandhan Mutual Fund
 
108596;INF194K01524;-;BANDHAN Core Equity Fund - Regular Plan - Growth;109.588;01-Mar-2024
108597;INF194K01532;INF194K01540;BANDHAN Core Equity Fund - Regular Plan - IDCW;27.667;01-Mar-2024
118419;INF194K01V89;-;BANDHAN Core Equity Fund-Direct Plan-Growth;125.705;01-Mar-2024
118420;INF194K01V97;INF194K01W05;BANDHAN Core Equity Fund-Direct Plan-IDCW;35.695;01-Mar-2024
 
Bank of India Mutual Fund
 
110598;INF761K01116;INF761K01124;BANK OF INDIA Large & Mid Cap  Equity Fund Regular Plan- Quarterly IDCW;28.68;01-Mar-2024
119349;INF761K01678;INF761K01660;BANK OF INDIA Large & Mid Cap Equity Fund Direct  Plan- Quarterly IDCW;24.74;01-Mar-2024
119300;INF761K01629;-;BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan- Bonus;45.97;01-Mar-2024
119350;INF761K01652;-;BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Growth;88.99;01-Mar-2024
119346;INF761K01645;INF761K01637;BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Regular IDCW;24.37;01-Mar-2024
110599;INF761K01041;-;BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan- Growth;85.73;01-Mar-2024
110601;INF761K01017;-;BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Bonus;85.73;01-Mar-2024
110604;INF761K01058;INF761K01066;BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Quarterly IDCW;24.18;01-Mar-2024
110608;INF761K01025;INF761K01033;BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Regular IDCW;24.00;01-Mar-2024
110603;INF761K01108;-;BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Growth;78.75;01-Mar-2024
110607;INF761K01082;INF761K01090;BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Regular IDCW;23.50;01-Mar-2024
110606;INF761K01074;-;BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan-Bonus;78.74;01-Mar-2024
 
Baroda BNP Paribas Mutual Fund
 
148474;INF955L01JU2;-;Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option;24.9872;01-Mar-2024
148475;INF955L01JV0;INF955L01JW8;Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option;22.9789;01-Mar-2024
148471;INF955L01JR8;-;Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option;23.6757;01-Mar-2024
148472;INF955L01JS6;INF955L01JT4;Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option;20.4716;01-Mar-2024
 
Canara Robeco Mutual Fund
 
118278;INF760K01EI4;-;CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - GROWTH OPTION;235.5200;01-Mar-2024
118277;INF760K01EG8;INF760K01EH6;CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - IDCW (Payout/Reinvestment);112.3700;01-Mar-2024
102920;INF760K01167;-;CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - GROWTH OPTION;208.6400;01-Mar-2024
102921;INF760K01175;INF760K01183;CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - IDCW (Payout/Reinvestment);74.9300;01-Mar-2024
 
DSP Mutual Fund
 
119218;INF740K01PL6;-;DSP Equity Opportunities Fund - Direct Plan - Growth;565.799;01-Mar-2024
119219;INF740K01PM4;INF740K01PN2;DSP Equity Opportunities Fund - Direct Plan - IDCW;100.120;01-Mar-2024
103819;INF740K01094;-;DSP Equity Opportunities Fund-Regular Plan - Growth;513.622;01-Mar-2024
103820;INF740K01078;INF740K01086;DSP Equity Opportunities Fund-Regular Plan - IDCW;35.620;01-Mar-2024
 
Edelweiss Mutual Fund
 
140175;INF843K01AL0;-;Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option;84.094;01-Mar-2024
140172;INF843K01047;-;Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option;72.907;01-Mar-2024
140174;INF843K01AM8;INF843K01AN6;Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option;32.619;01-Mar-2024
140173;INF843K01054;INF843K01062;Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option;27.806;01-Mar-2024
 
Franklin Templeton Mutual Fund
 
118510;INF090I01IN1;-;Franklin India Equity Advantage Fund - Direct - Growth;170.3400;29-Feb-2024
118509;INF090I01IL5;INF090I01IM3;Franklin India Equity Advantage Fund - Direct - IDCW ;23.9671;29-Feb-2024
102883;INF090I01205;-;Franklin India Equity Advantage Fund - Growth Plan;156.5903;29-Feb-2024
102884;INF090I01189;INF090I01197;Franklin India Equity Advantage Fund - IDCW ;21.1904;29-Feb-2024
 
HDFC Mutual Fund
 
130496;INF179KA1RT1;-;HDFC Large and Mid Cap Fund - Growth Option;289.874;01-Mar-2024
130498;INF179KA1RQ7;-;HDFC Large and Mid Cap Fund - Growth Option - Direct Plan;301.419;01-Mar-2024
130497;INF179KA1RU9;-;HDFC Large and Mid Cap Fund - IDCW Option;34.418;01-Mar-2024
130499;INF179KA1RR5;-;HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan;43.713;01-Mar-2024
 
HSBC Mutual Fund
 
146772;INF336L01NV5;-;HSBC Large & Mid Cap Fund - Direct Growth;23.5925;01-Mar-2024
146770;INF336L01NW3;INF336L01NX1;HSBC Large & Mid Cap Fund - Direct IDCW;21.6214;01-Mar-2024
146771;INF336L01NY9;-;HSBC Large & Mid Cap Fund - Regular Growth;21.8982;01-Mar-2024
146769;INF336L01NZ6;INF336L01OA7;HSBC Large & Mid Cap Fund - Regular IDCW;19.9932;01-Mar-2024
 
ICICI Prudential Mutual Fund
 
120596;INF109K011O5;-;ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth;907.65;01-Mar-2024
120597;INF109K019N0;INF109K010O7;ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW;46.95;01-Mar-2024
100349;INF109K01431;-;ICICI Prudential Large & Mid Cap Fund - Growth;822.48;01-Mar-2024
100348;INF109K01EQ7;INF109K01449;ICICI Prudential Large & Mid Cap Fund - IDCW;28.73;01-Mar-2024
 
Invesco Mutual Fund
 
120357;INF205K01MA0;-;Invesco India Large & Mid Cap Fund - Direct Plan - Growth;87.77;01-Mar-2024
